id,kingdom,phylum,tclass,order,family,subfamily,genus,species,infraspecificEpithet,identificationQualifier,extant,commonName,synonyms,taxonRank,Fernandez_Vrba_2005_Name,BinindaEmonds_2008_Name,ref_id,tribe
1,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,"","","","",1,"","",tribe,"","",4,Tragelaphini
2,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Cephalophini
3,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,"","","","",1,"","",tribe,"","",4,Bovini
4,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Hippotragini
5,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Reduncini
6,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Alcelaphini
7,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Antilopini
8,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Aepycerotini
9,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,"","","","","",1,"","",tribe,"","",4,Neotragini
12100001,Animalia,Chordata,Mammalia,PRIMATES,"","","","","","",1,"","",order,,,5,""
12100005,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"","","","","",1,"","",family,,,5,""
12100006,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Allocebus,"","","",1,"","",genus,,,5,""
12100007,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Allocebus,trichotis,"","",1,"Hairy-eared Dwarf Lemur","",species,,,5,""
12100008,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,"","","",1,"","Altililemur Elliot, 1913; Cebugale Lesson, 1840; Mioxocebus Lesson, 1840; Myspithecus F. Cuvier, 1842; Opolemur Gray, 1873.",genus,,,5,""
12100009,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,adipicaudatus,"","",1,"Spiny Desert Dwarf Lemur","thomasi  Forsyth Major, 1894.",species,,,5,""
12100010,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,crossleyi,"","",1,"Crossley�s Dwarf Lemur","melanotis Forsyth Major, 1894.",species,,,5,""
12100011,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,major,"","",1,"Greater Dwarf Lemur","commersonii Wolf, 1822; griseus Lesson, 1840; milii �. Geoffroy St. Hilaire, 1828; typicus A. Smith, 1833; typus F. Cuvier, 1842.",species,,,5,""
12100012,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,medius,"","",1,"Lesser Dwarf Lemur","minor �. Geoffroy, 1812; samati Grandidier, 1867.",species,,,5,""
12100013,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,minusculus,"","",1,"Small Iron-gray Dwarf Lemur","",species,,,5,""
12100014,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,ravus,"","",1,"Large Iron-gray Dwarf Lemur","",species,,,5,""
12100015,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Cheirogaleus,sibreei,"","",1,"Sibreeﾒs Dwarf Lemur","",species,,,5,""
12100016,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,"","","",1,"","Azema Gray, 1870; Gliscebus Lesson, 1840; Murilemur Gray, 1870; Myocebus Wagner, 1841; Myscebus Lesson, 1840; Scartes Swainson, 1835",genus,,,5,""
12100017,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,berthae,"","",1,"Bertheﾒs Mouse Lemur","",species,,,5,""
12100018,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,griseorufus,"","",1,"Red-and-gray Mouse Lemur","",species,,,5,""
12100019,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,murinus,"","",1,"Gray Mouse Lemur","gliroides A. Grandidier, 1868; madagascarensis �. Geoffroy, 1812; minima Boddaert, 1785; minor Gray, 1842; palmarum Lesson, 1840; prehensilis Kerr, 1792; pusillus �. Geoffroy, 1795.",species,,,5,""
12100020,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,myoxinus,"","",1,"Petersﾒ Mouse Lemur","",species,,,5,""
12100021,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,ravelobensis,"","",1,"Ravelobe Mouse Lemur","",species,,,5,""
12100022,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,rufus,"","",1,"Eastern Rufous Mouse Lemur","smithii  Gray, 1842.",species,,,5,""
12100023,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,sambiranensis,"","",1,"Sambirano Mouse Lemur","",species,,,5,""
12100024,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Microcebus,tavaratra,"","",1,"Northern Rufous Mouse Lemur","",species,,,5,""
12100025,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Mirza,"","","",1,"","",genus,,,5,""
12100026,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Mirza,coquereli,"","",1,"Giant Mouse Lemur","",species,,,5,""
12100027,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Phaner,"","","",1,"","",genus,,,5,""
12100028,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Phaner,electromontis,"","",1,"Mt. dﾒAmbre Fork-crowned Lemur","",species,,,5,""
12100029,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Phaner,furcifer,"","",1,"Masoala Fork-crowned Lemur","",species,,,5,""
12100030,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Phaner,pallescens,"","",1,"Pale Fork-crowned Lemur","",species,,,5,""
12100031,Animalia,Chordata,Mammalia,PRIMATES,Cheirogaleidae,"",Phaner,parienti,"","",1,"Parienteﾒs Fork-crowned Lemur","",species,,,5,""
12100033,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"","","","","",1,"","",family,,,5,""
12100034,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,"","","",1,"","Petterus  Groves and Eaglen, 1988 (6 October).",genus,,,5,""
12100035,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,albifrons,"","",1,"White-headed Lemur","frederici (Lesson, 1840).",species,,,5,""
12100036,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,albocollaris,"","",1,"White-collared Lemur","",species,,,5,""
12100037,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,cinereiceps,"","",1,"Gray-headed Lemur","",species,,,5,""
12100038,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,collaris,"","",1,"Red-collared Lemur","melanocephala (Gray, 1863); xanthomystax (Gray, 1863).",species,,,5,""
12100039,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,coronatus,"","",1,"Crowned Lemur","chrysampyx  (Scheuermans, 1846).",species,,,5,""
12100040,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,fulvus,"","",1,"Brown Lemur","bruneus (van der Hoeven, 1844); mayottensis (Schlegel, 1866).",species,,,5,""
12100041,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,macaco,"","",1,"Black Lemur","leucomystax  (Bartlett, 1863); niger (Schreber, 1775); flavifrons (Gray, 1867); nigerrimus (Sclater, 1880).",species,,,5,""
12100042,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,macaco,macaco,"",1,"","",subspecies,,,5,""
12100043,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,macaco,flavifrons,"",1,"","",subspecies,,,5,""
12100044,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,mongoz,"","",1,"Mongoose Lemur","albimanus  (�. Geoffroy, 1812); anjuanensis (�. Geoffroy, 1812); brissonii (Lesson, 1840); bugi (Lesson, 1840); cuvieri (Fitzinger, 1870); dubius (F. Cuvier, 1834); johannae (Trouessart, 1904); macromongoz (Lesson, 1840); micromongoz (Lesson, 1840); nigrifrons (�. Geoffroy, 1812); noussardii (Boitard, 1842); ocularis (Lesson, 1840).",species,,,5,""
12100045,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,rubriventer,"","",1,"Red-bellied Lemur","flaviventer (I. Geoffroy, 1850); rufipes (Gray, 1871); rufiventer (Gray, 1870).",species,,,5,""
12100046,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,rufus,"","",1,"Red-fronted Lemur","rufifrons (Bennett, 1833).",species,,,5,""
12100047,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Eulemur,sanfordi,"","",1,"Sanfordﾒs Lemur","",species,,,5,""
12100048,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,"","","",1,"","Hapalolemur Giebel, 1855; Myoxicebus Elliot, 1913.",genus,,,5,""
12100049,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,alaotrensis,"","",1,Bandro,"",species,,,5,""
12100050,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,aureus,"","",1,"Golden Bamboo Lemur","",species,,,5,""
12100051,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,griseus,"","",1,"Gray Bamboo Lemur","cinereus (Desmarest, 1820); olivaceus I. Geoffroy, 1851; schlegeli Pocock, 1917; meridionalis Warter, Randrianosolo, Dutrillaux and Rumpler, 1987.",species,,,5,""
12100052,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,griseus,griseus,"",1,"","",subspecies,,,5,""
12100053,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,griseus,meridionalis,"",1,"","",subspecies,,,5,""
12100054,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Hapalemur,occidentalis,"","",1,"Sambirano Bamboo Lemur","",species,,,5,""
12100055,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Lemur,"","","",1,"","Catta Link, 1806; Maki Muirhead, 1819; Mococo Lesson, 1878; Odorlemur Bolwig, 1961; Procebus Storr, 1780; Prosimia Boddaert, 1785.",genus,,,5,""
12100056,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Lemur,catta,"","",1,"Ring-tailed Lemur","mococo  (Muirhead, 1819).",species,,,5,""
12100057,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Prolemur,"","","",1,"","Prohapalemur  Lamberton, 1936.",genus,,,5,""
12100058,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Prolemur,simus,"","",1,"Greater Bamboo Lemur","gallieni  (Standing, 1905).",species,,,5,""
12100059,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,"","","",1,"","",genus,,,5,""
12100060,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,rubra,"","",1,"Red Ruffed Lemur","erythromela (Lesson, 1840).",species,,,5,""
12100061,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,variegata,"","",1,"Black-and-white Ruffed Lemur","vari (Muirhead, 1819); varius (I. Geoffroy, 1851); editorum (Osman Hill, 1953); subcincta (A. Smith, 1833).",species,,,5,""
12100062,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,variegata,variegata,"",1,"","",subspecies,,,5,""
12100063,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,variegata,editorum,"",1,"","",subspecies,,,5,""
12100064,Animalia,Chordata,Mammalia,PRIMATES,Lemuridae,"",Varecia,variegata,subcincta,"",1,"","",subspecies,,,5,""
12100065,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"","","","","",1,"","Megaladapidae Major, 1893.",family,,,5,""
12100066,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,"","","",1,"","Galeocebus Wagner, 1855; Lepidilemur Giebel, 1859; Mixocebus, Peters, 1874.",genus,,,5,""
12100067,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,ankaranensis,"","",1,"Ankarana Sportive Lemur","andrafiamenensis Rumpler and Albignac, 1975.",species,,,5,""
12100068,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,dorsalis,"","",1,"Black-striped Sportive Lemur","grandidieri  (Forsyth Major, 1894).",species,,,5,""
12100069,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,edwardsi,"","",1,"Milne-Edwardsﾒs Sportive Lemur","rufescens  (Lorenz, 1898).",species,,,5,""
12100070,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,leucopus,"","",1,"White-footed Sportive Lemur","globiceps (Forsyth Major, 1894).",species,,,5,""
12100071,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,microdon,"","",1,"Small-toothed Sportive Lemur","",species,,,5,""
12100072,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,mustelinus,"","",1,"Weasel Lemur","caniceps  (Peters, 1875).",species,,,5,""
12100073,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,ruficaudatus,"","",1,"Red-tailed Sportive Lemur","pallidicauda  Gray, 1873.",species,,,5,""
12100074,Animalia,Chordata,Mammalia,PRIMATES,Lepilemuridae,"",Lepilemur,septentrionalis,"","",1,"Northern Sportive Lemur","sahafarensis  Rumpler and Albignac, 1975.",species,,,5,""
12100075,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"","","","","",1,"","",family,,,5,""
12100076,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Avahi,"","","",1,"","Habrocebus Wagner, 1839; Iropocus Gloger, 1841; Microrhynchus Jourdan, 1834 [not of Megerle, 1823 (Coleoptera)]; Semnocebus Lesson, 1840.",genus,,,5,""
12100077,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Avahi,laniger,"","",1,"Eastern Woolly Lemur","avahi (van der Hoeven, 1844); lanatus (Wagner, 1840); longicaudatus (E. Geoffroy, 1796); orientalis (von Lorenz-Liburnau, 1898) .",species,,,5,""
12100078,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Avahi,occidentalis,"","",1,"Western Woolly Lemur","",species,,,5,""
12100079,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Avahi,unicolor,"","",1,"Sambirano Woolly Lemur","",species,,,5,""
12100080,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Indri,"","","",1,"","Indris G. Cuvier, 1805; Lichanotus Illiger, 1811; Pithelemur Lesson, 1840.",genus,,,5,""
12100081,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Indri,indri,"","",1,Indri,"ater (I. Geoffroy, 1825); brevicaudatus �. Geoffroy and G. Cuvier, 1796; mitratus (Peters, 1871); niger Lac�p�de, 1799; variegatus (Gray, 1872).",species,,,5,""
12100082,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Indri,indri,indri,"",1,"","",subspecies,,,5,""
12100083,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Indri,indri,variegatus,"",1,"","",subspecies,,,5,""
12100084,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,"","","",1,"","Macromerus  A. Smith, 1833.",genus,,,5,""
12100085,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,coquereli,"","",1,"Coquerel�s Sifaka","damonis Gray, 1870.",species,,,5,""
12100086,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,deckenii,"","",1,"Van der Deckenﾒs Sifaka","coronatus  Milne-Edwards, 1871; damanus Pollen in Schlegel, 1876.",species,,,5,""
12100087,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,deckenii,deckenii,"",1,"","",subspecies,,,5,""
12100088,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,deckenii,coronatus,"",1,"","",subspecies,,,5,""
12100089,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,diadema,"","",1,"Diademed Sifaka","albus Vinson, 1862; typicus A. Smith, 1833; candidus Grandidier, 1871; sericeus Milne-Edwards and A. Grandidier, 1872.",species,,,5,""
12100090,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,diadema,diadema,"",1,"","",subspecies,,,5,""
12100091,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,diadema,candidus,"",1,"","",subspecies,,,5,""
12100092,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,edwardsi,"","",1,"Milne-Edwards�s Sifaka","bicolor Gray, 1872; holomelas G�nther, 1875.",species,,,5,""
12100093,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,perrieri,"","",1,"Perrierﾒs Sifaka","",species,,,5,""
12100094,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,tattersalli,"","",1,"Golden-crowned Sifaka","",species,,,5,""
12100095,Animalia,Chordata,Mammalia,PRIMATES,Indridae,"",Propithecus,verreauxi,"","",1,"Verreauxﾒs Sifaka","majori  Rothschild, 1894; verreauxoides Lamberton, 1936.",species,,,5,""
12100097,Animalia,Chordata,Mammalia,PRIMATES,Daubentoniidae,"","","","","",1,"","Cheiromyidae I. Geoffroy St. Hilaire, 1851; Chiromyidae Bonaparte, 1850.",family,,,5,""
12100098,Animalia,Chordata,Mammalia,PRIMATES,Daubentoniidae,"",Daubentonia,"","","",1,"","Aye-aye Lac�p�de, 1799; Cheiromys G. Cuvier, 1817; Cheyromys �. Geoffroy, 1803; Chiromys Illiger, 1811; Myslemur Anon. [?de Blainville], 1846; Myspithecus de Blainville, 1839; Psilodactylus Oken, 1816 [unavailable]; Scolecophagus �. Geoffroy, 1795.",genus,,,5,""
12100099,Animalia,Chordata,Mammalia,PRIMATES,Daubentoniidae,"",Daubentonia,madagascariensis,"","",1,Aye-aye,"daubentonii (Shaw, 1800); laniger (G. Grandidier, 1930); psilodactylus (Schreber, 1800).",species,,,5,""
12100101,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"","","","","",1,"","",family,,,5,""
12100102,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Arctocebus,"","","",1,"","",genus,,,5,""
12100103,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Arctocebus,aureus,"","",1,"Calabar Angwantibo","ruficeps  Thomas, 1913.",species,,,5,""
12100104,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Arctocebus,calabarensis,"","",1,"Golden Angwantibo","",species,,,5,""
12100105,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,"","","",1,"","Stenops Illiger, 1811; Tardigradus Boddaert, 1785.",genus,,,5,""
12100106,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,lydekkerianus,"","",1,"Gray Slender Loris","grandis  Hill and Phillips, 1932; nordicus Hill, 1933; malabaricus Wroughton, 1917; nycticeboides Hill, 1942.",species,,,5,""
12100107,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,lydekkerianus,lydekkerianus,"",1,"","",subspecies,,,5,""
12100108,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,lydekkerianus,grandis,"",1,"","",subspecies,,,5,""
12100109,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,lydekkerianus,malabaricus,"",1,"","",subspecies,,,5,""
12100110,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,lydekkerianus,nycticeboides,"",1,"","",subspecies,,,5,""
12100111,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Loris,tardigradus,"","",1,"Red Slender Loris","ceylonicus Fischer, 1804; gracilis �. Geoffroy, 1796; zeylanicus Lydekker, 1905.",species,,,5,""
12100112,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,"","","",1,"","",genus,,,5,""
12100113,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,bengalensis,"","",1,"Bengal Slow Loris","cinereus Milne-Edwards, 1867; incanus Thomas, 1921; tenasserimensis Elliot, 1913.",species,,,5,""
12100114,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,coucang,"","",1,"Bengal Slow Loris","brachycephalus Sody, 1949; buku Robinson, 1917; hilleri Stone and Rehn, 1902; insularis Robinson, 1917; malaiana Anderson, 1881; natunae Stone and Rehn, 1902; sumatrensis Ludeking, 1867; tardigradus (Raffles, 1821); menagensis Trouessart, 1898; bancanus Lyon, 1906; borneanus Lyon, 1906; philippinus Cabrera, 1908; javanicus �. Geoffroy, 1812; ornatus Thomas, 1921.",species,,,5,""
12100115,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,coucang,coucang,"",1,"","",subspecies,,,5,""
12100116,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,coucang,menagensis,"",1,"","",subspecies,,,5,""
12100117,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,coucang,javanicus,"",1,"","",subspecies,,,5,""
12100118,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Nycticebus,pygmaeus,"","",1,"Pygmy Slow Loris","intermedius  Dao Van Tien, 1960.",species,,,5,""
12100119,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Perodicticus,"","","",1,"","Potto  Lesson, 1840.",genus,,,5,""
12100120,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Perodicticus,potto,"","",1,Potto,"bosmannii (Lesson, 1840); geoffroyi Bennett, 1831; guineensis (Desmarest, 1820); ju-ju Thomas, 1910; edwardsi Bouvier, 1879; batesi de Winton, 1902; faustus Thomas, 1910; ibeanus Thomas, 1910; arrhenii (L�nnberg, 1917); nebulosus (Lorenz, 1917).",species,,,5,""
12100121,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Perodicticus,potto,potto,"",1,"","",subspecies,,,5,""
12100122,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Perodicticus,potto,edwardsi,"",1,"","",subspecies,,,5,""
12100123,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Perodicticus,potto,ibeanus,"",1,"","",subspecies,,,5,""
12100124,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Pseudopotto,"","","",1,"","",genus,,,5,""
12100125,Animalia,Chordata,Mammalia,PRIMATES,Lorisidae,"",Pseudopotto,martini,"","",1,"1 Potto","",species,,,5,""
12100126,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"","","","","",1,"","",family,,,5,""
12100127,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Euoticus,"","","",1,"","",genus,,,5,""
12100128,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Euoticus,elegantulus,"","",1,"Southern Needle-clawed Bushbaby","apicalis (du Chaillu 1860); tonsor (Dollman, 1910).",species,,,5,""
12100129,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Euoticus,pallidus,"","",1,"Northern Needle-clawed Bushbaby","talboti  Dollman, 1910.",species,,,5,""
12100130,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Euoticus,pallidus,pallidus,"",1,"","",subspecies,,,5,""
12100131,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Euoticus,pallidus,talboti,"",1,"","",subspecies,,,5,""
12100132,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,"","","",1,"","Chirosciurus Grevais, 1836; Galagoides A. Smith, 1833; Hemigalago Dahlbom, 1857; Macropus Fischer, 1811 [not of Shaw, 1790]; Otolicnus Illiger, 1811; Sciurocheirus Gray, 1872.",genus,,,5,""
12100133,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,alleni,"","",1,"Bioko Allenﾒs Bushbaby","",species,,,5,""
12100134,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,cameronensis,"","",1,"Cross River Bushbaby","",species,,,5,""
12100135,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,demidoff,"","",1,"Prince Demidoffﾒs Bushbaby","anomurus de Pousargues, 1893; demidovii Fischer, 1808; medius (Thomas, 1915); murinus Murray, 1859; peli (Temminck, 1853); phasma (Cabrera and Ruxton, 1926); poensis Thomas, 1904; pusillus (Peters, 1876).",species,,,5,""
12100136,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,gabonensis,"","",1,"Gabon Bushbaby","batesi Elliot, 1907.",species,,,5,""
12100137,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,gallarum,"","",1,"Somali Bushbaby","",species,,,5,""
12100138,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,granti,"","",1,"Grantﾒs Bushbaby","mertensi  Frade, 1924.",species,,,5,""
12100139,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,matschiei,"","",1,"Dusky Bushbaby","inustus  Schwarz, 1931.",species,,,5,""
12100140,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,moholi,"","",1,"Moholi Bushbaby","australis (Wagner, 1855); bradfieldi Roberts, 1931; conspicillatus I. Geoffroy, 1851; intontoi Monard, 1931; mossambicus (Peters, 1876), tumbolensis Monard, 1931.",species,,,5,""
12100141,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,nyasae,"","",1,"Malawi Bushbaby","",species,,,5,""
12100142,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,orinus,"","",1,"Uluguru Bushbaby","",species,,,5,""
12100143,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,rondoensis,"","",1,"Rondo Bushbaby","",species,,,5,""
12100144,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,senegalensis,"","",1,"Senegal Bushbaby","acaciarum Lesson, 1840; albipes Dollman, 1909; calago (Shaw, 1800); camerounensis Monard, 1951; galago (G. Cuvier, 1798); geoffroyi Fischer, 1806; pupulus Elliot, 1910; sennariensis Gray, 1863; teng (Sundevall, 1843); braccatus Elliot, 1907; dunni Dollman, 1910; sotikae Hollister, 1920.",species,,,5,""
12100145,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,senegalensis,senegalensis,"",1,"","",subspecies,,,5,""
12100146,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,senegalensis,braccatus,"",1,"","",subspecies,,,5,""
12100147,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,senegalensis,dunni,"",1,"","",subspecies,,,5,""
12100148,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,senegalensis,sotikae,"",1,"","",subspecies,,,5,""
12100149,Animalia,Chordata,Mammalia,PRIMATES,Galagidae,"",Galago,thomasi,"","",1,"Thomasﾒs Bushbaby","",species,,,5,""
