id,kingdom,phylum,tclass,order,family,subfamily,genus,species,infraspecificEpithet,identificationQualifier,extant,commonName,synonyms,taxonRank,Fernandez_Vrba_2005_Name,BinindaEmonds_2008_Name,ref_id,tribe
14200633,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Oreotragus,oreotragus,oreotragus,"",1,"","",subspecies,,,5,""
14200634,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Oreotragus,oreotragus,aceratos,"",1,"","",subspecies,,,5,""
14200635,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Oreotragus,oreotragus,saltatrixoides,"",1,"","",subspecies,,,5,""
14200636,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Oreotragus,oreotragus,stevensoni,"",1,"","",subspecies,,,5,""
14200637,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Oreotragus,oreotragus,tyleri,"",1,"","",subspecies,,,5,""
14200638,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,"","","",1,"","Oribia Kirby, 1899; Quadriscopa Fitzinger, 1869; Qurebia Moore, 1947; Scopophorus Gray, 1846.",genus,"","",5,Neotragini
14200639,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,"","",1,Oribi,"grayi (Fitzinger, 1869); melanura (Bechstein, 1799); scoparia (von Schreber, 1836); dorcas Schwarz, 1914; splendida Schwarz, 1914; gallarum Blaine, 1913; haggardi (Thomas, 1895); hastata (Peters, 1852); kenyae Meinertzhagen 1905; masakensis L�nnberg and Gyldenstolpe, 1925; pitmani Ruxton, 1926; montana (Cretzschmar, 1826); aequatoria Heller, 1912; brevicaudata (R�ppell, 1835); cottoni Thomas and Wroughton, 1908; goslingi Thomas and Wroughton, 1907; microdon Hollister, 1910; ugandae De Beaux, 1921; quadriscopa (C. H. Smith, 1827); nigricaudata (Brookes, 1873); smithii (Fitzinger, 1869); rutila Blaine, 1922; leucopus Monard, 1930.",species,Ourebia_ourebi,Ourebia_ourebi,5,""
14200640,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,ourebi,"",1,"","",subspecies,,,5,""
14200641,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,dorcas,"",1,"","",subspecies,,,5,""
14200642,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,gallarum,"",1,"","",subspecies,,,5,""
14200643,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,haggardi,"",1,"","",subspecies,,,5,""
14200644,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,hastata,"",1,"","",subspecies,,,5,""
14200645,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,montana,"",1,"","",subspecies,,,5,""
14200646,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,quadriscopa,"",1,"","",subspecies,,,5,""
14200647,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Ourebia,ourebi,rutila,"",1,"","",subspecies,,,5,""
14200648,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,"","","",1,"","Prodorcas  Pocock, 1918.",genus,,,5,""
14200649,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,gutturosa,"","",1,"Mongolian Gazelle","altaica Hollister, 1913; orientalis (Erxleben, 1777).",species,Procapra_gutturosa,Procapra_gutturosa,5,""
14200650,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,picticaudata,"","",1,"Tibetan Gazelle","picticauda Gray, 1867.",species,Procapra_picticaudata,Procapra_picticaudata,5,""
14200651,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,przewalskii,"","",1,"Przewalski's Gazelle","cuvieri (Przewalski, 1888) [preoccupied]; diversicornis (Stroganov, 1949).",species,Procapra_przewalskii,Procapra_przewalskii,5,""
14200652,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,przewalskii,przewalskii,"",1,"","",subspecies,,,5,""
14200653,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Procapra,przewalskii,diversicornis,"",1,"","",subspecies,,,5,""
14200654,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,"","","",1,"","Calotragus Sundevall, 1846; Grysbock Knottnerus-Meyer, 1907; Nototragus Thomas and Schwann, 1906; Pediotragus Fitzinger, 1861; Raphiceros Thomas, 1897; Rhaphiceros Lydekker, 1897; Rhaphicerus L�nnberg, 1908; Rhaphocerus Agassiz, 1846.",genus,,,5,Neotragini
14200655,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,campestris,"","",1,Steenbok,"acuticornis (de Blainville, 1816); capensis (Afzelius, 1815); fulvorubescens (Desmoulins, 1822); grayi (Fitzinger, 1869) [nomen nudum]; horstockii (Jentink, 1900); ibex (Afzelius, 1815); natalensis W. Rothschild, 1907; pallida (Lichtenstein, 1812); pediotragus (Afzelius, 1815); rufescens (C. H. Smith, 1827); rupestris (Lichtenstein, 1812); stenbock (de Blainville, 1816) [nomen nudum]; subulata (C. H. Smith, 1827); tragulus (Lichtenstein, 1812); capricornis Thomas and Schwann, 1906; zuluensis Roberts, 1946; kelleni (Jentink, 1900); bourquii Monard, 1930; cunenensis (Zukowsky, 1924); hoamibensis (Zukowsky, 1924); steinhardti (Zukowsky, 1924); ugabensis (Zukowsky, 1924); zukowskyi (Zukowsky, 1924); neumanni (Matschie, 1894); stigmatus L�nnberg, 1908.",species,Raphicerus_campestris,Raphicerus_campestris,5,""
14200656,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,campestris,campestris,"",1,"","",subspecies,,,5,""
14200657,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,campestris,capricornis,"",1,"","",subspecies,,,5,""
14200658,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,campestris,kelleni,"",1,"","",subspecies,,,5,""
14200659,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,campestris,neumanni,"",1,"","",subspecies,,,5,""
14200660,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,melanotis,"","",1,"Cape Grysbok","grisea (Cuvier, 1816); rubroalbescens (Desmoulins, 1822); rufescens (C. H. Smith, 1827).",species,Raphicerus_melanotis,Raphicerus_melanotis,5,""
14200661,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Raphicerus,sharpei,"","",1,"Sharpe's Grysbok","colonicus Thomas and Schwann, 1906.",species,Raphicerus_sharpei,Raphicerus_sharpei,5,""
14200662,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Saiga,"","","",1,"","Colus  Wagner, 1844.",genus,,,5,""
14200663,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Saiga,borealis,"","",0,"Mongolian Saiga","mongolica Bannikov, 1946.",species,,,5,""
14200664,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Saiga,borealis,borealis,"",0,"","",subspecies,,,5,""
14200665,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Saiga,borealis,mongolica,"",0,"","",subspecies,,,5,""
14200666,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Antilopinae,Saiga,tatarica,"","",1,"Steppe Saiga","colus (Oken, 1816) [unavailable]; imberbis (Gmelin, 1760) [unavailable]; saiga (Pallas, 1766); sayga (Forster, 1768); scythica (Pallas, 1767).",species,Saiga_tatarica,Saiga_tatarica,5,""
14200667,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,"","","","",1,"","Bibovina R�timeyer, 1865 [unavailable]; Bibovina Mekayev, 2002; Bisontina R�timeyer, 1865; Boselaphini Knottnerus-Meyer, 1907; Bubalina R�timeyer, 1865; Buffelinae Knottnerus-Meyer, 1907; Poephagina Mekayev, 2002; Pseudonovibovina Kuznetsov, Kalikov, Petrov, Ivanova, Lomov, Kholodova and Poltaraus, 2002; Pseudoryina Hassanin and Douzery, 1999; Strepsiceriae Gray, 1846; Syncerina Pilgrim, 1939; Taurina R�timeyer, 1865 [unavailable]; Taurotragini Leakey, 1965; Tetracerotidae Brookes, 1828; Tragelaphini Blyth, 1863; Taurotragidae Knottnerus-Meyer, 1907 [unavailable].",subfamily,,,5,""
14200668,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,"","","",1,"","Bonasus Fitzinger, 1860; Urus Bojanus, 1827.",genus,,,5,""
14200669,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,bison,"","",1,"American Bison","americanus  (Linnaeus, 1766); athabascae Rhoads, 1898; haningtoni Figgins, 1933; montanae Krumbiegel, 1980; oregonus V. Bailey, 1932; pennsylvanicus Schoemaker, 1915 [unavailable]; septemtrionalis [sic] Figgins, 1933; sylvestris Hay, 1915.",species,Bison_bison,Bison_bison,5,""
14200670,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,bonasus,"","",1,"European Bison","ferus (Gmelin, 1785); nostras (Bojanus, 1827); urus (Erxleben, 1777); armeniacus Mejlumjan, 1972; europaeus Owen, 1849; caucasicus (Turkin and Satunin, 1904); caucasia Grev�, 1906; caucasicus (Satunin, 1903) [nomen nudum]; kaukasikus Hilzheimer, 1909; hungarorum Kretzoi, 1946.",species,Bison_bonasus,Bison_bonasus,5,""
14200671,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,bonasus,bonasus,"",1,"","",subspecies,,,5,""
14200672,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,bonasus,caucasicus,"",1,"","",subspecies,,,5,""
14200673,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bison,bonasus,hungarorum,"",1,"","",subspecies,,,5,""
14200674,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,"","","",1,"","Bibos Hodgson, 1837; Bubalibos Heude, 1901; Gauribos Heude, 1901; Gaveus Hodgson, 1847; Microbos Heude, 1901; Novibos Coolidge, 1940; Poephagus Gray, 1843; Pseudonovibos Peter and Feiler, 1994 [nomen dubium]; Taurus Rafinesque, 1814; Uribos Heude, 1901; Urus C. H. Smith, 1827.",genus,,,5,""
14200675,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,frontalis,"","",1,Gaur,"domesticus Fitzinger, 1860; gavaeus Colebrook, 1805; sylhetanus F. Cuvier, 1824; laosiensis (Heude, 1901); annamiticus (Heude, 1901); brachyrhinus (Heude, 1901); diardii Temminck, 1838 [nomen nudum]; fuscicornis (Heude, 1901) [nomen dubium]; hubbacki Lydekker, 1907; leptoceros Heude, 1901 [nomen dubium]; mekongensis (Heude, 1901); platyceros (Heude, 1901); readei Lydekker, 1903; sylvanus (Heude, 1901); gaurus C. H. Smith, 1827; asseel Horsfield, 1851; cavifrons Hodgson, 1837; frontatus Temminck, 1838 [nomen nudum]; gaur Sundevall, 1846; gour Traill, 1824 [unavailable]; gour Hardwicke, 1827; guavera Kerr, 1792 [suppressed]; subhemachalus (Hodgson, 1837); ﾆsinhaleyus (Deraniyagala, 1951); ﾆsinhaleyus Deraniyagala, 1939 [nomen nudum].",species,Bos_frontalis,Bos_frontalis,5,""
14200676,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,frontalis,frontalis,"",1,"","",subspecies,,,5,""
14200677,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,frontalis,laosiensis,"",1,"","",subspecies,,,5,""
14200678,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,frontalis,gaurus,"",1,"","",subspecies,,,5,""
14200679,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,frontalis,sinhaleyus,"",0,"","",subspecies,,,5,""
14200680,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,grunniens,"","",1,Yak,"corriculus von Schreber, 1789; domesticus (Fitzinger, 1860); ecornis Kerr, 1792; ghainouk Kerr, 1792 [nomen nudum]; gruniens (Gray, 1833); poephagus Pallas, 1811; sarlyk Kerr, 1792 [nomen nudum]; mutus (Przewalski, 1883).",species,Bos_grunniens,Bos_grunniens,5,""
14200681,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,grunniens,grunniens,"",1,"","",subspecies,,,5,""
14200682,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,grunniens,mutus,"",1,"","",subspecies,,,5,""
14200683,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,javanicus,"","",1,Banteng,"banteng Wagner, 1844; bantiger Schlegel and M�ller, 1845; banting Sundevall, 1846; birmanicus Lydekker, 1898; butleri Lydekker, 1905; discolor (Heude, 1901); domesticus Wilckens, 1905; leucoprymnus Quoy and Gaimard, 1830; longicornis (Heude, 1901); porteri Lydekker, 1909; seleniceros Heller, 1890; seligniceros Meyer, 1878 [nomen nudum]; sondaicus Blyth, 1842; lowi Lydekker, 1912.",species,Bos_javanicus,Bos_javanicus,5,""
14200684,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,javanicus,javanicus,"",1,"","",subspecies,,,5,""
14200685,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,javanicus,lowi,"",1,"","",subspecies,,,5,""
14200686,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,sauveli,"","",1,Kouprey,"",species,Bos_sauveli,Bos_sauveli,5,""
14200687,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,taurus,"","",1,Aurochs,"aceratos Hilzheimer, 1926; adelensis Boddaert, 1785; aegyptiacus Lydekker, 1904; akeratos Arenander, 1898; albus Sundevall, 1846; alpestris Wagner, 1836; alpinus Sanson, 1878; alpium Fitzinger, 1860; aquitanicus Sanson, 1878; arnei Amschler, 1939; arvernensis Sanson, 1878; asiaticus Sanson, 1878; balticus Stegmann von Pritzwald, 1924; batavicus Sanson, 1878; brachiceros Brehm, 1864; brachycephalus Wilckens, 1878; brachyceroides Pohlig, 1912; brachyceros Owen, 1846; britannicus Sanson, 1878; bunelli Frick, 1937; caledoniensis Sanson, 1878; collicerus Rostafinski, 1933; communis S. D. W., 1836; curvidens Pomel, 1894; desertorum Fitzinger, 1860; domesticus Erxleben, 1777; dunelmensis Fitzinger, 1860; ecornis Wagner, 1836; europaeus Kerr, 1792; friburgensis Fitzinger, 1860; frisius Wagner, 1836; frontosus Nilsson, 1849; hibernicus Sanson, 1878; hollandicus Fitzinger, 1860; hypselurus Wagner, 1836; ibericus Sanson, 1878; inermis Boddaert, 1785; jurassicus Sanson, 1878; ligeriensis Sanson, 1878; longifrons Owen, 1844; macroceros Duerst, 1899; minor (Owen, 1846); minutus von der Malsburg, 1911; mastodontis Pohlig, 1912; orthoceros Stegmann von Pritzwald, 1912; palustris Cardas 1936 [nomen nudum]; podolicus Wagner, 1836; polonicus Cardas, 1936 [nomen nudum]; scoticus (C. H. Smith, 1827); spiralis (Peter and Feiler, 1994) [nomen dubium]; tinianus Boddaert, 1785; tinianensis J. B. Fischer, 1829; vulgaris Wagner, 1836; indicus Linnaeus, 1758; abessinicus Kerr, 1792; abessynicus J. B. Fischer, 1829; aegyptiorum Fitzinger, 1860; aethiopicus Fitzinger, 1860; africanus Kerr, 1792; brookii (C. H. Smith, 1827); chinensis Swinhoe, 1870; dante Link, 1794; galla Salt, 1814; gibbosus (Blyth, 1860); harveyi de Rochebrune, 1882; hottentottus Fitzinger, 1860; hybridus Fitzinger, 1860; madagascariensis Kerr, 1792; major Fitzinger, 1860; medius Fitzinger, 1860; pusio Swainson, 1835; sanga Fitzinger, 1860; triceros de Rochebrune, 1882; zebu Boddaert, 1785; ﾆprimigenius Bojanus, 1827; ﾆpriscus von Schlotheim, 1820; sylvestris Bonaparte, 1845; urus Linnaeus, 1758; urus C. H. Smith, 1827.",species,Bos_taurus,Bos_taurus,5,""
14200688,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,taurus,taurus,"",1,"","",subspecies,,,5,""
14200689,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,taurus,indicus,"",1,"","",subspecies,,,5,""
14200690,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bos,taurus,primigenius,"",0,"","",subspecies,,,5,""
14200691,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Boselaphus,"","","",1,"","Bosephalus Horsfield, 1851; Oreades Schinz, 1845; Portax C. H. Smith, 1827.",genus,,,5,""
14200692,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Boselaphus,tragocamelus,"","",1,Nilgai,"albipes (Erxleben, 1777); hippelaphus (Ogilby, 1837); picta (Pallas, 1777); risia (C. H. Smith, 1827); tragelaphus (Sundevall, 1846).",species,Boselaphus_tragocamelus,Boselaphus_tragocamelus,5,""
14200693,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,"","","",1,"","Anoa C. H. Smith, 1827; Bubalus Frisch, 1775 [unavailable]; Buffelus R�timeyer, 1865; Probubalus R�timeyer, 1865.",genus,,,5,""
14200694,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,"","",1,"Water Buffalo","bubalus (Gmelin, 1788); buffelus (Blumenbach, 1821); domesticus Fitzinger, 1860; indicus (von Schreber, 1789); italicus (R�timeyer, 1865); minor J. B. Fischer, 1829; moellendorffi Nehring, 1894; seminudus Kerr, 1792; vulgaris Fitzinger, 1860; arnee (Kerr, 1792); arna Hodgson, 1841; arni (Blumenbach, 1807); macroceros Hodgson, 1842 [nomen nudum]; macrocerus Hodgson, 1847; septentrionalis Matschie, 1912; spirocerus Gray, 1852 [nomen nudum]; speirocerus Hodgson, 1842 [nomen nudum]; typicus Lydekker, 1898; fulvus (Blanford, 1891); kerabau Fitzinger, 1860; carabanensis Castillo, 1971; ferus Nehring, 1894 [nomen nudum]; hosei Lydekker, 1898; kerabau (Sundevall, 1846) [nomen nudum]; mainitensis Heude, 1894; sondaicus (Schlegel and M�ller, 1845) [preoccupied]; sunda (Schlegel and M�ller, 1843) [nomen oblitum]; migona Deraniyagala, 1952; theerapati Groves, 1996.",species,Bubalus_bubalis,Bubalus_bubalis,5,""
14200695,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,bubalis,"",1,"","",subspecies,,,5,""
14200696,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,arnee,"",1,"","",subspecies,,,5,""
14200697,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,fulvus,"",1,"","",subspecies,,,5,""
14200698,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,kerabau,"",1,"","",subspecies,,,5,""
14200699,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,migona,"",1,"","",subspecies,,,5,""
14200700,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,bubalis,theerapati,"",1,"","",subspecies,,,5,""
14200701,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,depressicornis,"","",1,Anoa,"anoa (Kerr, 1792) [suppressed]; celebensis (R�timeyer, 1865); fergusoni (Lydekker, 1905); platyceros (Temminck, 1853).",species,Bubalus_depressicornis,Bubalus_depressicornis,5,""
14200702,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,mindorensis,"","",1,Tamarau,"mindorensis (Steere, 1888).",species,Bubalus_mindorensis,Bubalus_mindorensis,5,""
14200703,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Bubalus,quarlesi,"","",1,"Mountain Anoa","",species,Bubalus_quarlesi,Bubalus_quarlesi,5,""
14200704,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Pseudoryx,"","","",1,"","",genus,,,5,""
14200705,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Pseudoryx,nghetinhensis,"","",1,Siola,"",species,Pseudoryx_nghetinhensis,,5,""
14200706,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,"","","",1,"","Planiceros Gray, 1872.",genus,"","",5,Bovini
14200707,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,"","",1,"African Buffalo","athiensis (Matschie, 1912); bubuensis (Matschie, 1912); cafer (Link, 1795); cottoni (Lydekker, 1907); cubangensis (Zukowsky, 1910); cunenensis (Zukowsky, 1910); gariepensis (Matschie, 1906); gazae (Matschie, 1918); limpopoensis (Matschie, 1906); lomamiensis (Zukowsky, 1910); massaicus (Matschie, 1913); neumanni (Matschie, 1906); niediecki (Matschie, 1918); pungwensis (Matschie, 1918); radcliffei (Thomas, 1904); ruahaensis (Matschie, 1906); rufuensis (Zukowsky, 1910); sankurrensis (Zukowsky, 1910); schillingsi (Matschie, 1906); tanae (Matschie, 1912); typicus (Lydekker, 1898); urundicus (Matschie, 1913); ussanguensis (Matschie, 1910); wembarensis (Matschie, 1906); wiesei (Matschie, 1906); wintgensi (Matschie, 1913); aequinoctialis (Blyth, 1866); azrakensis (Matschie, 1906); orientalis (Brooke, 1873); solvayi (Matschie, 1911); brachyceros (Gray, 1837); beddingtoni (Lydekker, 1913); bornouensis (C. H. Smith, 1842); centralis (Gray, 1872); geoffroyi (de Rochebrune, 1885); houyi (Schwarz, 1914); niger (In Tanoust [= Carbou], 1935), planiceros (Blyth, 1863); thierryi (Matschie, 1906); matthewsi (Lydekker, 1904); nanus (Boddaert, 1785); adamauae (Schwarz, 1914); adametzi (Matschie, 1913); adolfifriederici (Matschie, 1918); corniculatus (H. Smith, 1842); diehli (Schwrz, 1913); hunti (Lydekker, 1913); hylaeus (Schwarz, 1914); mayi (Matschie, 1906); nuni (Matschie, 1913); pumilus (Kerr, 1792); reclinis (Blyth, 1863); savanensis Malbrant, 1935; simpsoni (Lydekker, 1911); sylvestris Malbrant, 1935.",species,Syncerus_caffer,Syncerus_caffer,5,Bovini
14200708,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,caffer,"",1,"","",subspecies,,,5,""
14200709,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,aequinoctialis,"",1,"","",subspecies,,,5,""
14200710,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,brachyceros,"",1,"","",subspecies,,,5,""
14200711,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,matthewsi,"",1,"","",subspecies,,,5,""
14200712,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Syncerus,caffer,nanus,"",1,"","",subspecies,,,5,""
14200713,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,"","","",1,"","Doratoceros Lydekker, 1891; Oreas Desmarest, 1822 [preoccupied].",genus,"","",5,Tragelaphini
14200714,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,derbianus,"","",1,"Derby Eland","colini (de Rochebrune, 1883); typicus Rowland Ward, 1910; gigas (Heuglin, 1863); cameroonensis Millais, 1924; congolanus W. Rothschild, 1913; derbii (Johnston, 1884).",species,Taurotragus_derbianus,Taurotragus_derbianus,5,""
14200715,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,derbianus,derbianus,"",1,"","",subspecies,,,5,""
14200716,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,derbianus,gigas,"",1,"","",subspecies,,,5,""
14200717,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,oryx,"","",1,"Common Eland","alces (Oken, 1816) [unavailable]; canna (C. H. Smith, 1827); barbatus (Kerr, 1792); oreas (Pallas, 1777); typicus Selous, 1899; livingstonei (P. L. Sclater, 1864); billingae Kershaw, 1923; kaufmanni (Matschie, 1912); niediecki (Matschie, 1913); selousi Lydekker, 1910; triangularis (G�nther, 1889); pattersonianus Lydekker, 1906.",species,Taurotragus_oryx,Taurotragus_oryx,5,""
14200718,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,oryx,oryx,"",1,"","",subspecies,,,5,""
14200719,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,oryx,livingstonei,"",1,"","",subspecies,,,5,""
14200720,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Taurotragus,oryx,pattersonianus,"",1,"","",subspecies,,,5,""
14200721,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tetracerus,"","","",1,"","Tetraceros Brookes, 1827",genus,,,5,""
14200722,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tetracerus,quadricornis,"","",1,"Four-horned Antelope.","chicara (Kaup, 1833); chickara (Hardwicke, 1825); chikara (J. B. Fischer, 1829); labipes (F. Cuvier, 1832); striatocornis (Brookes, 1828); tetracornis (Hodgson, 1836); typicus Sclater and Thomas, 1895; iodes Hodgson, 1847; paccerois (Hodgson, 1847); subquadricornutus (Elliot, 1839); subquadricornis Gray, 1843.",species,Tetracerus_quadricornis,Tetracerus_quadricornis,5,""
14200723,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tetracerus,quadricornis,quadricornis,"",1,"","",subspecies,,,5,""
14200724,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tetracerus,quadricornis,iodes,"",1,"","",subspecies,,,5,""
14200725,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tetracerus,quadricornis,subquadricornutus,"",1,"","",subspecies,,,5,""
14200726,Animalia,Chordata,Mammalia,ARTIODACTYLA,Bovidae,Bovinae,Tragelaphus,"","","",1,"","Ammelaphus Heller, 1912; Boocercus Thomas, 1902; Calliope Ogilby, 1837; Euryceros Gray, 1850; Hydrotragus Gray, 1872; Limnotragus Pocock, 1900; Nyala Heller, 1912; Strepsicerastes Knottnerus-Meyer, 1903; Strepsicerella Zukowsky, 1910; Strepsiceros C. H. Smith, 1827; Strepticeros Blyth, 1869.",genus,"","",5,Tragelaphini
